Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2017-08-17,4.53574,4.61674,4.52764,4.60053,2943869.6804212
2017-08-18,4.56004,4.60053,4.53574,4.57624,2014327.2140393
2017-08-21,4.59244,4.59244,4.53574,4.56813,980683.68569328
2017-08-22,4.59244,4.65723,4.57624,4.65723,3234800.0294757
2017-08-23,4.65723,4.67344,4.61674,4.64913,900449.43147645
2017-08-24,4.66533,4.75442,4.62483,4.74634,2111306.8778819
2017-08-25,4.75442,4.79492,4.70583,4.70583,2255313.9436745
2017-08-28,4.70583,4.83542,4.69773,4.83542,1790616.7888274
2017-08-29,4.77873,4.85163,4.77873,4.83542,2104296.5972763
2017-08-30,4.85163,4.87592,4.78683,4.79492,2808681.6414632
2017-08-31,4.82732,4.85163,4.79492,4.85163,3504325.4410766
2017-09-01,4.85163,4.94071,4.83542,4.94071,2978550.6917306
2017-09-04,4.90021,4.94882,4.47904,4.55194,8485140.9231907
2017-09-05,4.55194,4.59244,4.38994,4.50334,9434883.3192996
2017-09-06,4.51954,4.55194,4.50334,4.51145,2338361.9403183
2017-09-07,4.51145,4.56004,4.51145,4.51145,3007835.0956909
2017-09-08,4.52764,4.55194,4.43854,4.43854,1753898.6230624
2017-09-11,4.43854,4.46284,4.34136,4.35755,3294412.1074056
2017-09-12,4.35755,4.37375,4.29275,4.36565,3721104.6025829
2017-09-13,4.36565,4.40615,4.30895,4.32515,2847904.8898892
2017-09-14,4.29275,4.34944,4.21986,4.30086,4934941.23305
2017-09-15,4.29275,4.31705,4.22796,4.22796,7250206.780397
2017-09-18,4.25225,4.40615,4.25225,4.29275,3877590.1653959
2017-09-19,4.33325,4.37375,4.29275,4.30086,3022047.0259573
2017-09-20,4.31705,4.36565,4.31705,4.34136,2470836.2426136
2017-09-21,4.35755,4.38185,4.30086,4.30895,2332728.2822691
2017-09-22,4.30895,4.32515,4.26035,4.32515,1469193.3241689
2017-09-25,4.33325,4.34944,4.26845,4.29275,1071143.2206386
2017-09-26,4.31705,4.33325,4.26035,4.30086,511144.27643694
2017-09-27,4.32515,4.33325,4.28465,4.28465,1649907.443975
2017-09-28,4.29275,4.33325,4.27656,4.29275,3194029.7783023
2017-09-29,4.30086,4.31705,4.27656,4.28465,2719861.7071949
2017-10-02,4.30895,4.35755,4.29275,4.33325,1643171.2532415
2017-10-03,4.33325,4.34944,4.26845,4.27656,2560562.4019549
2017-10-04,4.27656,4.29275,4.12267,4.21175,5689187.1758389
2017-10-05,4.19556,4.19556,4.09836,4.14696,3112696.6953186
2017-10-06,4.15506,4.17936,4.09026,4.12267,2475756.2792839
2017-10-09,4.11456,4.15506,4.10647,4.12267,1382784.6399926
2017-10-10,4.12267,4.14696,4.11456,4.13076,1023487.3874051
2017-10-11,4.13076,4.15506,4.09836,4.11456,4925330.8025753
2017-10-12,4.12267,4.14696,4.10647,4.13886,2805392.5629966
2017-10-13,4.11456,4.14696,4.11456,4.13076,1695952.0732299
2017-10-16,4.13076,4.13886,4.09836,4.11456,1642262.5588903
2017-10-17,4.10647,4.12267,4.02547,4.06597,6477970.9118057
2017-10-18,4.07406,4.12267,4.06597,4.06597,878417.29737835
2017-10-19,4.07406,4.10647,4.04977,4.05786,3920403.7442202
2017-10-20,4.04977,4.07406,4.02547,4.02547,3027184.3591028
2017-10-23,4.02547,4.03356,3.95257,3.99307,3575380.1538522
2017-10-24,3.98496,4.02547,3.96877,4.00117,2043323.9470978
2017-10-25,3.98496,4.05786,3.98496,4.00927,1323229.3554597
2017-10-26,4.01737,4.54383,4.01737,4.51145,21198925.579334
2017-10-27,4.55194,4.61674,4.48714,4.58433,15043864.63762
2017-10-30,4.55194,4.60053,4.41425,4.44665,2142154.3348974
2017-10-31,4.45475,4.54383,4.45475,4.54383,2329602.1761588
2017-11-02,4.53574,4.53574,4.44665,4.45475,1843144.5078078
2017-11-03,4.45475,4.58433,4.43044,4.52764,5972092.3709769
2017-11-06,4.51145,4.57624,4.47904,4.53574,801569.65811423
2017-11-07,4.53574,4.67344,4.53574,4.62483,4313318.9838831
2017-11-08,4.62483,4.67344,4.50334,4.51145,2979097.636836
2017-11-09,4.49524,4.58433,4.48714,4.58433,4459844.7133662
2017-11-10,4.56813,4.60053,4.37375,4.37375,6340198.7732866
2017-11-13,4.38185,4.41425,4.35755,4.38994,2733700.7764639
2017-11-14,4.38185,4.43044,4.38185,4.43044,1779144.5226442
2017-11-15,4.39805,4.43854,4.38994,4.41425,1203516.2825306
2017-11-16,4.40615,4.44665,4.35755,4.38185,1277063.7315766
2017-11-17,4.38994,4.45475,4.38994,4.41425,676192.0611592
2017-11-20,4.40615,4.48714,4.38994,4.45475,1626099.8989027
2017-11-21,4.44665,4.58433,4.44665,4.53574,2039862.0191622
2017-11-22,4.51145,4.53574,4.38185,4.42234,2252982.9451216
2017-11-23,4.39805,4.49524,4.38994,4.47904,1025872.7100768
2017-11-24,4.46284,4.50334,4.40615,4.41425,1018724.149896
2017-11-27,4.38994,4.43854,4.38994,4.43854,2222882.4447399
2017-11-28,4.41425,4.47094,4.34136,4.43044,2973599.7890837
2017-11-29,4.44665,4.47094,4.36565,4.36565,2086675.828554
2017-11-30,4.35755,4.45475,4.35755,4.41425,4706157.6759238
2017-12-01,4.39805,4.46284,4.30086,4.30086,2337108.7816683
2017-12-04,4.29275,4.47094,4.24415,4.47094,3553950.5236173
2017-12-05,4.48714,4.61674,4.43854,4.56004,3829431.8340632
2017-12-06,4.54383,4.63294,4.52764,4.57624,6426101.2554465
2017-12-07,4.54383,4.57624,4.37375,4.37375,2541494.6362496
2017-12-08,4.40615,4.45475,4.38994,4.41425,1094197.6358818
2017-12-11,4.43854,4.45475,4.36565,4.36565,1472500.9222215
2017-12-12,4.41425,4.52764,4.38994,4.52764,2183578.9447747
2017-12-13,4.48714,4.67344,4.47094,4.66533,6542728.9653546
2017-12-14,4.68153,4.79492,4.64103,4.78683,6506187.3529756
2017-12-15,4.77873,4.81113,4.68963,4.77873,4166383.3542305
2017-12-18,4.77873,4.83542,4.72203,4.81113,2303456.2246993
2017-12-19,4.81113,4.83542,4.72203,4.73013,1932049.6321714
2017-12-20,4.71392,4.86782,4.70583,4.80302,4106844.1200054
2017-12-21,4.81113,4.94882,4.77873,4.90021,2604442.7089305
2017-12-22,4.88402,4.90021,4.81922,4.81922,529677.44342751
2017-12-27,4.80302,4.88402,4.73823,4.73823,1387458.9834892
2017-12-28,4.75442,4.78683,4.64913,4.65723,2033224.5995538
2017-12-29,4.61674,4.70583,4.58433,4.68963,3609935.231977
2018-01-03,4.69773,4.84353,4.69773,4.81922,2057307.4691373
2018-01-04,4.85971,4.94882,4.85971,4.91642,3384667.9269053
2018-01-05,4.92452,5.01361,4.83542,4.87592,2445937.2766087
2018-01-08,4.90832,4.99741,4.90021,4.95692,1941230.4082518
2018-01-09,4.96501,4.97311,4.87592,4.90021,1727147.6984615
2018-01-10,4.90021,4.90832,4.79492,4.87592,1772652.7904454
2018-01-11,4.88402,4.91642,4.84353,4.90021,1151919.4814045
2018-01-12,4.90832,4.92452,4.84353,4.87592,1020357.5773777
2018-01-15,4.87592,4.94882,4.84353,4.94882,720668.6988028
2018-01-16,4.96501,5.06221,4.91642,5.0379,2783524.635894
2018-01-17,5.04601,5.07031,5.02172,5.0541,1448278.5384237
2018-01-18,5.06221,5.1513,5.0379,5.1108,2579619.0559086
2018-01-19,5.14321,5.1594,5.11891,5.14321,1750453.9800737
2018-01-22,5.1594,5.1999,5.12701,5.1513,1308211.2058845
2018-01-23,5.17561,5.2323,5.02981,5.1351,4848867.1360602
2018-01-24,5.14321,5.1594,4.96501,5.07031,2069624.2284403
2018-01-25,5.07841,5.07841,4.94071,4.95692,3828388.5640541
2018-01-26,4.98122,4.99741,4.91642,4.94071,1765049.883089
2018-01-29,4.98122,5.02172,4.96501,5.02172,1905656.7528991
2018-01-30,5.02172,5.02172,4.92452,4.95692,1943962.6645006
2018-01-31,4.98122,5.02172,4.96501,4.96501,2334085.1506005
2018-02-01,4.98122,5.01361,4.70583,4.79492,2665615.3706374
2018-02-02,4.81113,4.88402,4.72203,4.73013,2443681.5910387
2018-02-05,4.70583,4.81922,4.69773,4.77873,1544202.5858666
2018-02-06,4.58433,4.77873,4.40615,4.76252,2976634.5319031
2018-02-07,4.77873,4.79492,4.67344,4.68963,2967343.8729461
2018-02-08,4.66533,4.77873,4.66533,4.67344,1974232.310434
2018-02-09,4.64913,4.73013,4.60053,4.68153,1563993.8500634
2018-02-12,4.68153,4.73013,4.62483,4.63294,1202598.945706
2018-02-13,4.65723,4.66533,4.60863,4.65723,911958.7368316
2018-02-14,4.65723,4.76252,4.65723,4.75442,1730293.5587967
2018-02-15,4.77062,4.85971,4.68963,4.68963,1993997.6472106
2018-02-16,4.77062,4.78683,4.72203,4.77062,1124772.2376641
2018-02-19,4.77062,4.81922,4.73823,4.75442,954077.21386284
2018-02-20,4.73823,4.76252,4.67344,4.71392,1303239.3143736
2018-02-21,4.65723,4.68963,4.41425,4.41425,3329394.3706466
2018-02-22,4.43854,4.64103,4.43854,4.58433,4987635.6283039
2018-02-23,4.60053,4.66533,4.58433,4.64913,2965020.2822276
2018-02-26,4.66533,4.66533,4.63294,4.66533,1008855.6798569
2018-02-27,4.63294,4.68153,4.63294,4.65723,1572149.8757206
2018-02-28,4.60863,4.64913,4.56813,4.61674,4187195.6649333
2018-03-01,4.59244,4.59244,4.29275,4.49524,3902687.90829
2018-03-02,4.47094,4.59244,4.38185,4.59244,1666162.7018923
2018-03-05,4.55194,4.66533,4.46284,4.61674,1720906.5979927
2018-03-06,4.62483,4.64103,4.59244,4.64103,1255981.0349187
2018-03-07,4.61674,4.77873,4.61674,4.73823,3648385.596349
2018-03-08,4.73823,4.86782,4.73823,4.77873,5320827.672521
2018-03-09,4.77873,4.81922,4.73823,4.77873,4926918.5484117
2018-03-12,4.80302,4.85971,4.76252,4.85971,2752622.8547597
2018-03-13,4.85971,4.90832,4.81113,4.84353,3730924.9216984
2018-03-14,4.84353,4.88402,4.78683,4.81922,4988573.9539926
2018-03-15,4.82732,4.86782,4.78683,4.83542,2251601.3840089
2018-03-16,4.79492,4.86782,4.78683,4.85971,7878298.5382596
2018-03-19,4.86782,4.86782,4.73823,4.76252,1120488.0401118
2018-03-20,4.76252,4.83542,4.71392,4.78683,2034404.9144991
2018-03-21,4.77873,4.84353,4.77062,4.82732,3297934.5326553
2018-03-22,4.80302,4.85971,4.78683,4.81113,4788514.2746918
2018-03-23,4.73823,4.79492,4.68963,4.69773,2548023.4076203
2018-03-26,4.69773,4.71392,4.59244,4.63294,1741054.672879
2018-03-27,4.73013,4.76252,4.66533,4.66533,2943526.4507614
2018-03-28,4.62483,4.70583,4.62483,4.65723,3170371.6245569
2018-03-29,4.69773,4.75442,4.67344,4.69773,1952742.182885
2018-04-03,4.65723,4.73823,4.65723,4.68153,984538.22885127
2018-04-04,4.67344,4.72203,4.65723,4.68153,999966.27859573
2018-04-05,4.72203,4.76252,4.68963,4.72203,561628.66776625
2018-04-06,4.73823,4.73823,4.64103,4.70583,1193514.4714727
2018-04-09,4.70583,4.78683,4.70583,4.77062,1674653.3147359
2018-04-10,4.77062,4.81113,4.75442,4.77873,1480621.1433458
2018-04-11,4.74634,4.78683,4.69773,4.76252,2289067.7410468
2018-04-12,4.73013,4.84353,4.73013,4.77062,1179086.4793701
2018-04-13,4.77873,4.78683,4.66533,4.67344,1098879.3872127
2018-04-16,4.68153,4.73013,4.60863,4.65723,625986.69825837
2018-04-17,4.66533,4.70583,4.64103,4.66533,1987540.4849055
2018-04-18,4.65723,4.70583,4.59244,4.64913,1351589.0147612
2018-04-19,4.60863,4.70583,4.53574,4.53574,1570951.0411894
2018-04-20,4.57624,4.62483,4.56004,4.56004,1700077.0023429
2018-04-23,4.56004,4.60863,4.40615,4.41425,2784322.2127293
2018-04-24,4.43044,4.49524,4.38185,4.40615,2132120.4232238
2018-04-25,4.39805,4.47904,4.33325,4.35755,2099455.5775061
2018-04-26,4.37375,4.47094,4.13886,4.17126,4661539.0547879
2018-04-27,4.17936,4.29275,4.17936,4.27656,1210857.4464055
2018-04-30,4.25225,4.35755,4.23606,4.26845,1929343.303343
2018-05-02,4.30086,4.31705,4.21986,4.23606,1965484.8926652
2018-05-04,4.21986,4.26845,4.17126,4.17936,1518806.0603189
2018-05-07,4.17936,4.23606,4.17936,4.22796,1044021.9043185
2018-05-08,4.21175,4.32515,4.21175,4.31705,2804091.253423
2018-05-09,4.30086,4.33325,4.23606,4.23606,2071519.3994037
2018-05-10,4.24415,4.29275,4.21986,4.25225,2300621.4934082
2018-05-11,4.25225,4.28465,4.24415,4.25225,873163.90816078
2018-05-14,4.25225,4.27656,4.25225,4.27656,625681.74240954
2018-05-15,4.27656,4.27656,4.14696,4.15506,9618533.4108
2018-05-16,4.13886,4.19556,4.13076,4.15506,1189293.2405127
2018-05-17,4.14696,4.22796,4.11456,4.11456,1884362.9329613
2018-05-18,4.10647,4.13886,4.05786,4.05786,1992458.0522977
2018-05-21,4.07406,4.18746,4.07406,4.16317,1974433.5566015
2018-05-22,4.14696,4.16317,4.05786,4.07406,1363229.1918571
2018-05-23,4.04977,4.09836,4.04167,4.04977,1828832.5717772
2018-05-24,4.09026,4.14696,4.03356,4.04167,1261469.0055584
2018-05-25,4.05786,4.08217,3.93638,3.93638,1910484.1916395
2018-05-28,3.94448,4.07406,3.93638,4.04977,515885.29044293
2018-05-29,4.06597,4.08217,3.93638,4.08217,1802802.6763897
2018-05-30,4.05786,4.08217,3.94448,4.05786,4652184.1945995
2018-06-01,4.03356,4.11456,4.00927,4.07406,2125196.5673526
2018-06-04,4.12267,4.13886,4.02547,4.02547,1412981.4422214
2018-06-05,4.04977,4.13886,4.02547,4.11456,2639904.0121285
2018-06-06,4.13886,4.17126,4.06597,4.10647,1637196.8348105
2018-06-07,4.08217,4.13886,4.03356,4.03356,1766359.8351359
2018-06-08,4.04977,4.05786,4.00117,4.02547,1406137.8378894
2018-06-11,4.02547,4.07406,3.97687,4.07406,1604513.4695067
2018-06-12,4.07406,4.10647,4.05786,4.07406,1556015.6124315
2018-06-13,4.06597,4.09026,4.00927,4.04977,1530052.3875534
2018-06-14,4.05786,4.14696,4.02547,4.14696,1426429.1309072
2018-06-15,4.13886,4.13886,3.93638,3.93638,5275792.9780205
2018-06-18,3.92827,3.96877,3.84728,3.88778,1282278.8469831
2018-06-19,3.84728,3.84728,3.66099,3.69338,3771547.016184
2018-06-20,3.71769,3.79059,3.69338,3.76628,2072510.814572
2018-06-21,3.79868,3.82298,3.72579,3.76628,2726744.8199771
2018-06-22,3.79868,3.91207,3.77438,3.85538,3079973.8215647
2018-06-25,3.83109,3.92827,3.83109,3.85538,1748221.7526458
2018-06-26,3.87158,3.91207,3.70959,3.77438,1613644.8600245
2018-06-27,3.75818,3.80678,3.70959,3.73388,1772425.6168576
2018-06-28,3.72579,3.76628,3.6529,3.6529,2213663.3948486
2018-06-29,3.68529,3.78248,3.66909,3.75818,1561772.7343872
2018-07-02,3.75818,3.76628,3.70148,3.75009,1167898.1801717
2018-07-03,3.79059,3.79059,3.74198,3.74198,862453.41428009
2018-07-04,3.74198,3.84728,3.74198,3.83917,722358.91968149
2018-07-05,3.80678,3.90398,3.80678,3.82298,909200.55316249
2018-07-06,3.83109,3.83917,3.75818,3.76628,1139249.6153292
2018-07-09,3.77438,3.83109,3.72579,3.74198,796631.101858
2018-07-10,3.75818,3.77438,3.68529,3.68529,1758858.1681827
2018-07-11,3.69338,3.72579,3.68529,3.72579,727711.08002418
2018-07-12,3.70959,3.75009,3.66099,3.66099,1402726.5301553
2018-07-13,3.69338,3.72579,3.66099,3.70959,956739.09568496
2018-07-16,3.70959,3.70959,3.67719,3.67719,1297864.9305277
2018-07-17,3.68529,3.68529,3.63669,3.63669,2121227.2027616
2018-07-18,3.64478,3.66909,3.58,3.60429,1622905.887644
2018-07-19,3.62049,3.62049,3.4909,3.499,6326609.1011085
2018-07-20,3.53139,3.60429,3.5152,3.58808,2249543.2406891
2018-07-23,3.6124,3.77438,3.58,3.70959,3125038.1474029
2018-07-24,3.74198,3.83917,3.67719,3.82298,3197060.8172047
2018-07-25,3.89588,4.10647,3.89588,4.02547,3760643.9186093
2018-07-26,4.04977,4.04977,3.98496,4.00927,5897249.7855529
2018-07-27,4.00927,4.01737,3.99307,4.01737,962492.51372346
2018-07-30,3.99307,4.14696,3.99307,4.13076,2206756.8239243
2018-07-31,4.13076,4.13076,4.02547,4.03356,3180835.1906248
